0.13847,0.14902,0.13333,0.13725,1
0.16207,0.17255,0.16078,0.14118,1
0.19334,0.20784,0.19608,0.14118,1
0.23586,0.2549,0.23922,0.16863,1
0.29799,0.32157,0.30196,0.21569,1
0.37972,0.44314,0.36863,0.27059,1
0.49652,0.56863,0.48235,0.38039,1
0.17019,0.18431,0.16863,0.14118,1
0.20156,0.21569,0.2,0.17255,1
0.23652,0.25882,0.23529,0.18431,1
0.27175,0.30588,0.27059,0.18824,1
0.31875,0.36471,0.31765,0.20392,1
0.35134,0.4549,0.33333,0.17255,1
0.42046,0.53725,0.4,0.21961,1
0.5097,0.62745,0.48627,0.32157,1
0.19639,0.23922,0.19216,0.10588,1
0.24215,0.32941,0.21961,0.12941,1
0.27883,0.38431,0.2549,0.12549,1
0.30874,0.42745,0.28235,0.13333,1
0.34139,0.47059,0.31373,0.1451,1
0.35714,0.52157,0.31765,0.12941,1
0.37125,0.54118,0.32941,0.14118,1
0.40996,0.58039,0.36471,0.19608,1
0.51281,0.68235,0.46667,0.30588,1
0.63855,0.78431,0.6,0.4549,1
0.22998,0.30196,0.22353,0.07451,1
0.27837,0.43922,0.23529,0.078431,1
0.32232,0.51373,0.27451,0.066667,1
0.35357,0.55686,0.30196,0.086275,1
0.37305,0.58824,0.31765,0.094118,1
0.37309,0.59608,0.31373,0.094118,1
0.36955,0.59216,0.30588,0.11373,1
0.37643,0.6,0.3098,0.13333,1
0.43268,0.6549,0.36471,0.2,1
0.53201,0.7098,0.48235,0.32157,1
0.23282,0.31765,0.21961,0.078431,1
0.29938,0.45882,0.25882,0.090196,1
0.35369,0.5451,0.30588,0.098039,1
0.38539,0.58824,0.33333,0.12157,1
0.40924,0.62353,0.35294,0.13725,1
0.40144,0.62353,0.34118,0.12941,1
0.38136,0.61176,0.31373,0.12549,1
0.3548,0.58431,0.28627,0.10588,1
0.36516,0.59608,0.29412,0.12549,1
0.42466,0.61569,0.37255,0.19216,1
0.54714,0.71765,0.49804,0.35294,1
0.23079,0.32157,0.21569,0.070588,1
0.30957,0.47451,0.26667,0.098039,1
0.36942,0.56863,0.31765,0.11373,1
0.40387,0.61176,0.34902,0.14118,1
0.42492,0.63922,0.36863,0.15294,1
0.41717,0.64706,0.35294,0.1451,1
0.39732,0.63137,0.32941,0.13333,1
0.36292,0.59608,0.29412,0.10588,1
0.35597,0.58824,0.28627,0.10588,1
0.3911,0.59216,0.33725,0.14118,1
0.40799,0.60784,0.3451,0.20784,1
0.50599,0.69804,0.44706,0.30588,1
0.23544,0.32941,0.21961,0.070588,1
0.31859,0.48627,0.27451,0.10588,1
0.37727,0.57647,0.32549,0.12157,1
0.41126,0.61961,0.35686,0.1451,1
0.42772,0.64706,0.36863,0.15686,1
0.42181,0.6549,0.35686,0.1451,1
0.40981,0.64706,0.34118,0.14118,1
0.38051,0.61961,0.3098,0.11765,1
0.36571,0.60392,0.29412,0.1098,1
0.37852,0.59608,0.31765,0.12157,1
0.35341,0.56471,0.28627,0.1451,1
0.42396,0.62745,0.36078,0.21569,1
0.5192,0.71765,0.45882,0.3098,1
0.33108,0.50196,0.28627,0.11373,1
0.39295,0.59216,0.34118,0.13725,1
0.4168,0.62745,0.36078,0.15294,1
0.42889,0.65098,0.36863,0.15686,1
0.42921,0.66275,0.36471,0.14902,1
0.42622,0.66667,0.35686,0.15294,1
0.38907,0.63137,0.31765,0.12157,1
0.35702,0.60392,0.28235,0.094118,1
0.36478,0.59608,0.29804,0.10196,1
0.34197,0.56471,0.27059,0.12549,1
0.36663,0.58431,0.29804,0.14902,1
0.42933,0.63922,0.36471,0.21176,1
0.34591,0.52549,0.29804,0.12157,1
0.40107,0.60392,0.34902,0.13725,1
0.42375,0.63529,0.36863,0.15294,1
0.43191,0.6549,0.37255,0.15294,1
0.43317,0.67451,0.36471,0.15294,1
0.43208,0.68627,0.35686,0.15294,1
0.41919,0.67843,0.34118,0.14118,1
0.40193,0.66667,0.32157,0.12157,1
0.37373,0.61961,0.30588,0.078431,1
0.35853,0.6,0.28235,0.11765,1
0.35388,0.59216,0.27843,0.11765,1
0.35154,0.58431,0.27843,0.11765,1
0.40631,0.61569,0.3451,0.17255,1
0.33694,0.52157,0.28627,0.11373,1
0.40112,0.61176,0.3451,0.13725,1
0.42772,0.64706,0.36863,0.15686,1
0.43196,0.66275,0.36863,0.15294,1
0.43458,0.67451,0.36863,0.1451,1
0.43746,0.69804,0.36078,0.14902,1
0.42921,0.69804,0.34902,0.13725,1
0.40527,0.68235,0.32157,0.1098,1
0.38194,0.64706,0.30588,0.078431,1
0.37279,0.63529,0.2902,0.1098,1
0.35678,0.60784,0.27843,0.10196,1
0.33249,0.57255,0.25882,0.082353,1
0.34299,0.56471,0.27843,0.094118,1
0.33374,0.52157,0.28235,0.10588,1
0.40504,0.61569,0.34902,0.14118,1
0.43281,0.6549,0.37255,0.16078,1
0.43588,0.66667,0.37255,0.15686,1
0.4362,0.67843,0.36863,0.14902,1
0.43818,0.70196,0.36078,0.1451,1
0.43386,0.70588,0.35294,0.13725,1
0.41663,0.70196,0.32941,0.11765,1
0.39375,0.66667,0.31373,0.090196,1
